id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-876,Analyzing performance problems.,B. Mager; R. Pipe,1997,1997,Book,,https://web.archive.org/web/20240302010353/https://na.weshareresearch.com/resources/single-record/?pdb=876,Books,en,,The Center for Effective Performance,,,,,3rd,,https://web.archive.org/web/20240302010353/https://na.weshareresearch.com/resources/single-record/?pdb=876; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Mager"", ""author_0_given"": ""B."", ""issued_date_parts_0_0"": ""1997"", ""title"": ""Analyzing performance problems."", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": ""3rd"", ""in_book"": """", ""publisher"": ""The Center for Effective Performance"", ""publisher_place"": ""Atlanta, GA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Pipe"", ""author_1_given"": ""R."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-817,Analyzing Relationships of Necessity Not Just in Kind But Also in Degree: Complementing fsQCA With NCA,B. Vis; J. Dul,2016,2016,Journal article,,http://web.archive.org/web/20250427002118/https://na.weshareresearch.com/resources/single-record/?pdb=817,Articles and Chapters,en,Sociological Methods & Research,,https://doi.org/10.1177/0049124115626179,1–28,,,,,http://web.archive.org/web/20250427002118/https://na.weshareresearch.com/resources/single-record/?pdb=817; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Vis"", ""author_0_given"": ""B."", ""issued_date_parts_0_0"": ""2016"", ""title"": ""Analyzing Relationships of Necessity Not Just in Kind But Also in Degree: Complementing fsQCA With NCA"", ""type"": ""article-journal"", ""journal"": ""Sociological Methods & Research"", ""volume"": """", ""issue"": """", ""page"": ""1–28"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1177/0049124115626179"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Dul"", ""author_1_given"": ""J."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-687,Answering the journalistic six on the training needs assessment of pharmaceutical sales representatives: Comparative perspectives of trainers and trainees”,Iqbal,2012,2012,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=687,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-899,Approaches to community needs assessments: A  literature review,Billings,1995,1995,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=899,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-821,Assessing and Evaluating Differentiating perspectives.,Watkins,2002,2002,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=821,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-752,Assessing learning needs,J. McKimm; Swanwick T,2009,2009,Journal article,,https://web.archive.org/web/20220528155946/https://na.weshareresearch.com/resources/single-record/?pdb=752,Articles and Chapters,en,British Journal of Hospital Medicine,,https://doi.org/10.1093/oxfordhb/9780195390483.013.0140,348–351,70,6,,,https://web.archive.org/web/20220528155946/https://na.weshareresearch.com/resources/single-record/?pdb=752; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""McKimm"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Assessing learning needs"", ""type"": ""article-journal"", ""journal"": ""British Journal of Hospital Medicine"", ""volume"": ""70"", ""issue"": ""6"", ""page"": ""348–351"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1093/oxfordhb/9780195390483.013.0140"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""T"", ""author_1_given"": ""Swanwick"", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-968,Assessing Needs and Planning Care in Social Work,B Taylor; T Devine,2020,2020,Book,,https://www.routledge.com/Assessing-Needs-and-Planning-Care-in-Social-Work/Taylor-Devine/p/book/9781857421446,Books,,,Routledge,,,,,,,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/; https://web.archive.org/web/20250515132833/https://na.weshareresearch.com/resources/single-record/?pdb=968,Reference details recovered,"{""author_0_family"": ""Taylor"", ""author_0_given"": ""B"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Assessing Needs and Planning Care in Social Work"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Routledge"", ""publisher_place"": """", ""doi"": """", ""url"": ""https://www.routledge.com/Assessing-Needs-and-Planning-Care-in-Social-Work/Taylor-Devine/p/book/9781857421446"", ""language"": """", ""author_1_family"": ""Devine"", ""author_1_given"": ""T"", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-893,Assessing needs in educational and social programs,B.R. Witkin,1984,1984,Book,,https://web.archive.org/web/20240301231010/https://na.weshareresearch.com/resources/single-record/?pdb=893,Books,en,,Jossey-Bass,,,,,,,https://web.archive.org/web/20240301231010/https://na.weshareresearch.com/resources/single-record/?pdb=893; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Witkin"", ""author_0_given"": ""B.R."", ""issued_date_parts_0_0"": ""1984"", ""title"": ""Assessing needs in educational and social programs"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Jossey-Bass"", ""publisher_place"": ""San Francisco"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-631,Assessing the professional development needs of distance librarians in academic libraries. Journal of,M. Cassner; K.E. Adams,2006,2006,Journal article,,https://web.archive.org/web/20220813054907/https://na.weshareresearch.com/resources/single-record/?pdb=631,Articles and Chapters,en,Library Administration,,https://doi.org/10.1300/j111v45n01_05,81–99,45,2-Jan,,,https://web.archive.org/web/20220813054907/https://na.weshareresearch.com/resources/single-record/?pdb=631; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Cassner"", ""author_0_given"": ""M."", ""issued_date_parts_0_0"": ""2006"", ""title"": ""Assessing the professional development needs of distance librarians in academic libraries. Journal of"", ""type"": ""article-journal"", ""journal"": ""Library Administration"", ""volume"": ""45"", ""issue"": ""2-Jan"", ""page"": ""81–99"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1300/j111v45n01_05"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Adams"", ""author_1_given"": ""K.E."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-775,Assessing training needs of executives using the delphi technique. Public Productivity &,Olshfski,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=775,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-807,Assessing training needs: A skills approach,Swierczek,1985,1985,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=807,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-928,Assessing volunteers' needs and interests to inform curriculum development in 4-H,M.H. Smith; C.L. Meehan; H.S. Dasher,2009,2009,Journal article,,http://web.archive.org/web/20220528170134/https://na.weshareresearch.com/resources/single-record/?pdb=928,Articles and Chapters,en,Journal of Extension,,https://doi.org/10.31979/etd.pfy6-kndv,,47,1,,,http://web.archive.org/web/20220528170134/https://na.weshareresearch.com/resources/single-record/?pdb=928; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Smith"", ""author_0_given"": ""M.H."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Assessing volunteers' needs and interests to inform curriculum development in 4-H"", ""type"": ""article-journal"", ""journal"": ""Journal of Extension"", ""volume"": ""47"", ""issue"": ""1"", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.31979/etd.pfy6-kndv"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Meehan"", ""author_1_given"": ""C.L."", ""author_2_family"": ""Dasher"", ""author_2_given"": ""H.S."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-757,Assessment: a Critique of Philosophical Assumptions. Adult,Monette,1979,1979,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=757,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1,Listing only,
reference-761,Assessment: An Ongoing Process for School Improvement. In Wall,C. Moore‐Thomas; B. Erford,2003,2003,Book,,https://web.archive.org/web/20250427012831/https://na.weshareresearch.com/resources/single-record/?pdb=761,Books,en,,"Counselors, and Administrators. Austin, TX:Pro-Ed Publications",,,,,,J. Walz; G.,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/; https://web.archive.org/web/20250427012831/https://na.weshareresearch.com/resources/single-record/?pdb=761,Reference details recovered,"{""author_0_family"": ""Moore‐Thomas"", ""author_0_given"": ""C."", ""issued_date_parts_0_0"": ""2003"", ""title"": ""Assessment: An Ongoing Process for School Improvement. In Wall"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Counselors, and Administrators. Austin, TX:Pro-Ed Publications"", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Erford"", ""author_1_given"": ""B."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""J."", ""editor_0_family"": ""Walz"", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": ""G."", ""photo"": """"}"
